,year,conf_level,Intersection
34433,2023,high,No intersection
34434,2023,high,No intersection
34435,2023,high,No intersection
34436,2023,high,No intersection
34437,2023,high,No intersection
34438,2023,high,No intersection
34439,2023,high,No intersection
34440,2022,high,No intersection
34441,2022,high,No intersection
34442,2023,high,No intersection
34443,2023,high,No intersection
34444,2023,high,No intersection
34445,2023,high,No intersection
34446,2024,low,No intersection
34447,2020,high,No intersection
34448,2020,high,No intersection
34449,2023,high,No intersection
34450,2023,high,No intersection
34451,2023,high,No intersection
34452,2023,high,No intersection
34453,2021,high,No intersection
34454,2021,high,No intersection
34455,2021,high,No intersection
34456,2021,high,No intersection
34457,2023,high,No intersection
34458,2023,high,No intersection
34459,2023,high,No intersection
34460,2023,high,No intersection
34461,2023,high,No intersection
34462,2023,high,No intersection
34463,2023,high,No intersection
34464,2022,high,No intersection
34465,2022,high,No intersection
34466,2022,high,No intersection
34467,2022,high,No intersection
34468,2022,high,No intersection
34469,2024,low,No intersection
34470,2023,low,No intersection
34471,2024,low,No intersection
34472,2023,high,No intersection
34473,2022,high,No intersection
34474,2022,high,No intersection
34475,2022,high,No intersection
34476,2022,high,No intersection
34477,2020,high,No intersection
34478,2020,high,No intersection
34479,2020,high,No intersection
34480,2023,high,No intersection
34481,2023,high,No intersection
34482,2023,high,No intersection
34483,2023,high,No intersection
34484,2021,high,No intersection
34485,2021,high,No intersection
34486,2021,high,No intersection
34487,2023,high,No intersection
34488,2020,high,No intersection
34489,2024,high,No intersection
34490,2024,high,No intersection
34491,2023,high,No intersection
34492,2023,high,No intersection
34493,2023,high,No intersection
34494,2023,high,No intersection
34495,2023,high,No intersection
34496,2022,high,No intersection
34497,2022,high,No intersection
34498,2021,high,No intersection
34499,2021,high,No intersection
34500,2022,high,No intersection
34501,2024,low,No intersection
34502,2024,low,No intersection
34503,2023,high,No intersection
34504,2022,high,No intersection
34505,2021,high,No intersection
34506,2022,high,No intersection
34507,2022,high,No intersection
34508,2024,high,No intersection
34509,2023,high,No intersection
34510,2023,high,No intersection
34511,2023,high,No intersection
34512,2023,high,No intersection
34513,2023,high,No intersection
34514,2023,high,No intersection
34515,2023,high,No intersection
34516,2023,high,No intersection
34517,2022,high,No intersection
34518,2023,high,No intersection
34519,2023,high,No intersection
34520,2023,high,No intersection
34521,2023,high,No intersection
34522,2023,high,No intersection
34523,2023,high,No intersection
34524,2023,high,No intersection
34525,2023,high,No intersection
34526,2023,high,No intersection
34527,2023,high,No intersection
34528,2023,high,No intersection
34529,2023,high,No intersection
34530,2023,high,No intersection
34531,2023,high,No intersection
34532,2023,high,No intersection
34533,2023,high,No intersection
34534,2024,low,No intersection
34535,2024,low,No intersection
34536,2024,low,No intersection
34537,2023,high,No intersection
34538,2023,high,No intersection
34539,2023,high,No intersection
34540,2023,high,No intersection
34541,2023,high,No intersection
34542,2023,high,No intersection
34543,2023,high,No intersection
34544,2024,high,No intersection
34545,2024,low,No intersection
34546,2024,high,No intersection
34547,2024,high,No intersection
34548,2024,low,No intersection
34549,2022,high,No intersection
34550,2022,high,No intersection
34551,2022,high,No intersection
34552,2021,high,No intersection
34553,2023,high,No intersection
34554,2023,high,No intersection
34555,2024,low,No intersection
34556,2024,high,No intersection
34557,2024,high,No intersection
34558,2023,high,No intersection
34559,2023,high,No intersection
34560,2023,high,No intersection
34561,2023,high,No intersection
34562,2023,high,No intersection
34563,2023,high,No intersection
34564,2023,high,No intersection
34565,2024,high,No intersection
34566,2024,high,No intersection
34567,2021,high,No intersection
34568,2022,high,No intersection
34569,2023,high,No intersection
34570,2022,high,No intersection
34571,2022,high,No intersection
34572,2023,high,No intersection
34573,2022,high,No intersection
34574,2021,high,No intersection
34575,2023,high,No intersection
34576,2023,high,No intersection
34577,2023,high,No intersection
34578,2023,high,No intersection
34579,2023,high,No intersection
34580,2023,high,No intersection
34581,2023,high,No intersection
34582,2023,high,No intersection
34583,2023,high,No intersection
34584,2023,high,No intersection
34585,2022,high,No intersection
34586,2022,high,No intersection
34587,2022,high,No intersection
34588,2023,high,No intersection
34589,2023,high,No intersection
34590,2024,low,No intersection
34591,2024,high,No intersection
34592,2024,low,No intersection
34593,2023,high,No intersection
34594,2023,high,No intersection
34595,2023,high,No intersection
34596,2023,high,No intersection
34597,2023,high,No intersection
34598,2023,high,No intersection
34599,2023,high,No intersection
34600,2021,high,No intersection
34601,2024,low,No intersection
34602,2021,high,No intersection
34603,2021,high,No intersection
34604,2021,high,No intersection
34605,2022,high,No intersection
34606,2023,high,No intersection
34607,2022,high,No intersection
34608,2020,high,No intersection
34609,2023,high,No intersection
34610,2023,high,No intersection
34611,2023,high,No intersection
34612,2023,high,No intersection
34613,2021,high,No intersection
34614,2023,high,No intersection
34615,2023,high,No intersection
34616,2023,high,No intersection
34617,2023,high,No intersection
34618,2023,high,No intersection
34619,2023,high,No intersection
34620,2023,high,No intersection
34621,2023,high,No intersection
34622,2023,high,No intersection
34623,2023,high,No intersection
34624,2022,high,No intersection
34625,2022,high,No intersection
34626,2022,high,No intersection
34627,2022,high,No intersection
34628,2022,high,No intersection
34629,2023,high,No intersection
34630,2023,high,No intersection
34631,2022,high,No intersection
34632,2024,high,No intersection
34633,2024,low,No intersection
34634,2024,low,No intersection
34635,2023,high,No intersection
34636,2023,high,No intersection
34637,2023,high,No intersection
34638,2023,high,No intersection
34639,2021,high,No intersection
34640,2021,high,No intersection
34641,2021,high,No intersection
34642,2021,high,No intersection
34643,2020,high,No intersection
34644,2022,high,No intersection
34645,2024,low,No intersection
34646,2020,high,No intersection
34647,2020,high,No intersection
34648,2023,high,No intersection
34649,2023,high,No intersection
34650,2023,high,No intersection
34651,2022,high,No intersection
34652,2022,high,No intersection
34653,2022,high,No intersection
34654,2023,high,No intersection
34655,2023,high,No intersection
34656,2023,high,No intersection
34657,2023,high,No intersection
34658,2021,high,No intersection
34659,2022,high,No intersection
34660,2023,high,No intersection
34661,2023,high,No intersection
34662,2023,high,No intersection
34663,2024,low,No intersection
34664,2023,high,No intersection
34665,2022,high,No intersection
34666,2022,high,No intersection
34667,2022,high,No intersection
34668,2023,high,No intersection
34669,2023,high,No intersection
34670,2024,high,No intersection
34671,2022,high,No intersection
34672,2022,high,No intersection
34673,2022,high,No intersection
34674,2022,high,No intersection
34675,2022,high,No intersection
34676,2022,high,No intersection
34677,2022,high,No intersection
34678,2023,high,No intersection
34679,2023,high,No intersection
34680,2022,high,No intersection
34681,2022,high,No intersection
34682,2024,high,No intersection
34683,2023,high,No intersection
34684,2023,high,No intersection
34685,2023,high,No intersection
34686,2023,high,No intersection
34687,2021,high,No intersection
34688,2021,high,No intersection
34689,2021,high,No intersection
34690,2021,high,No intersection
34691,2022,high,No intersection
34692,2023,high,No intersection
34693,2021,high,No intersection
34694,2020,high,No intersection
34695,2020,high,No intersection
34696,2023,high,No intersection
34697,2022,high,No intersection
34698,2022,high,No intersection
34699,2022,high,No intersection
34700,2022,high,No intersection
34701,2022,high,No intersection
34702,2022,high,No intersection
34703,2022,high,No intersection
34704,2022,high,No intersection
34705,2022,high,No intersection
34706,2023,high,No intersection
34707,2024,high,No intersection
34708,2023,high,No intersection
34709,2023,high,No intersection
34710,2023,high,No intersection
34711,2023,high,No intersection
34712,2022,high,No intersection
34713,2023,high,No intersection
34714,2023,high,No intersection
34715,2024,high,No intersection
34716,2024,high,No intersection
34717,2022,high,No intersection
34718,2022,high,No intersection
34719,2022,high,No intersection
34720,2022,high,No intersection
34721,2022,high,No intersection
34722,2022,high,No intersection
34723,2022,high,No intersection
34724,2022,high,No intersection
34725,2023,high,No intersection
34726,2022,high,No intersection
34727,2022,high,No intersection
34728,2023,high,No intersection
34729,2023,high,No intersection
34730,2023,high,No intersection
34731,2023,high,No intersection
34732,2023,high,No intersection
34733,2021,high,No intersection
34734,2021,high,No intersection
34735,2021,high,No intersection
34736,2022,high,No intersection
34737,2022,high,No intersection
34738,2022,high,No intersection
34739,2022,high,No intersection
34740,2021,high,No intersection
34741,2020,high,No intersection
34742,2020,high,No intersection
34743,2020,high,No intersection
34744,2021,high,No intersection
34745,2021,high,No intersection
34746,2022,high,No intersection
34747,2022,high,No intersection
34748,2022,high,No intersection
34749,2021,high,No intersection
34750,2023,high,No intersection
34751,2023,high,No intersection
34752,2023,high,No intersection
34753,2023,high,No intersection
34754,2023,high,No intersection
34755,2023,high,No intersection
34756,2024,high,No intersection
34757,2024,high,No intersection
34758,2024,high,No intersection
34759,2022,high,No intersection
34760,2022,high,No intersection
34761,2022,high,No intersection
34762,2022,high,No intersection
34763,2022,high,No intersection
34764,2022,high,No intersection
34765,2022,high,No intersection
34766,2022,high,No intersection
34767,2024,low,No intersection
